sample_id	oncotree_code	organ	tissue	st_technology	disease_state	priority_tier	exclude_reason	n_spots	n_spots_norm	nb_genes	inter_spot_dist	area_mm2	area_zscore	fullres_px_w	fullres_px_h	pixel_size_um
NCBI282		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	268	1072.0	15313	200.0	44.4	-0.6	9325	9926	0.6922
NCBI281		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(243)	243	972.0	14577	200.0	44.1	-0.61	9338	9940	0.689
NCBI280		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(186)	186	744.0	14632	200.0	44.6	-0.6	9431	10039	0.6862
NCBI279		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(198)	198	792.0	14227	200.0	43.9	-0.62	9319	9920	0.6893
NCBI278		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	301	1204.0	14047	200.0	48.6	-0.49	9314	9914	0.7258
NCBI277		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(220)	220	880.0	13528	200.0	44.8	-0.59	9313	9913	0.697
NCBI276		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	272	1088.0	14618	200.0	44.2	-0.61	9365	9969	0.6882
NCBI275		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	273	1092.0	14023	200.0	45.2	-0.58	9311	9911	0.7002
NCBI274		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(157)	157	628.0	15349	200.0	43.2	-0.64	9351	9954	0.681
NCBI273		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(173)	173	692.0	15398	200.0	45.2	-0.58	9313	9913	0.6995
NCBI272		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	355	1420.0	15627	200.0	43.6	-0.63	9334	9936	0.6854
NCBI271		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	299	1196.0	14635	200.0	43.9	-0.62	9339	9941	0.6876
NCBI270		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	301	1204.0	15189	200.0	43.5	-0.63	9262	9859	0.69
NCBI269		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	372	1488.0	14900	200.0	43.9	-0.62	9323	9924	0.6889
NCBI268		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	405	1620.0	14837	200.0	44.0	-0.61	9280	9878	0.6927
NCBI267		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	305	1220.0	14866	200.0	43.9	-0.62	9278	9876	0.6919
NCBI266		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	322	1288.0	14831	200.0	43.4	-0.63	9289	9888	0.6873
NCBI265		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(231)	231	924.0	13684	200.0	43.6	-0.63	9341	9943	0.6852
NCBI264		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(240)	240	960.0	14310	200.0	44.5	-0.6	9328	9929	0.6931
NCBI263		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	259	1036.0	13840	200.0	43.5	-0.63	9323	9924	0.6854
NCBI262		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	262	1048.0	14390	200.0	43.6	-0.63	9333	9935	0.6857
NCBI261		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	349	1396.0	13544	200.0	43.6	-0.63	9290	9889	0.6889
NCBI260		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	320	1280.0	14282	200.0	43.2	-0.64	9293	9892	0.6854
NCBI259		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(238)	238	952.0	14169	200.0	46.3	-0.55	9324	9925	0.7077
NCBI258		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	344	1376.0	15413	200.0	43.9	-0.62	9324	9925	0.6886
NCBI257		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	307	1228.0	15682	200.0	45.1	-0.58	9352	9955	0.6959
NCBI256		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	288	1152.0	15368	200.0	43.6	-0.63	9280	9878	0.6894
NCBI255		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(232)	232	928.0	15033	200.0	44.5	-0.6	9344	9946	0.6919
NCBI254		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(241)	241	964.0	15268	200.0	44.3	-0.61	9301	9901	0.6932
NCBI253		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(219)	219	876.0	14911	200.0	44.3	-0.61	9317	9918	0.6921
NCBI252		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(197)	197	788.0	15408	200.0	43.2	-0.64	9228	9823	0.6901
NCBI251		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(219)	219	876.0	14699	200.0	46.2	-0.55	11537	12281	0.5711
NCBI250		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(108)	108	432.0	15510	200.0	44.8	-0.59	9296	9895	0.6978
NCBI249		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(124)	124	496.0	15082	200.0	44.0	-0.61	9318	9919	0.6903
NCBI248		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(147)	147	588.0	15170	200.0	43.4	-0.63	9255	9852	0.6897
NCBI247		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	270	1080.0	15857	200.0	44.1	-0.61	11608	12356	0.5544
NCBI246		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(200)	200	800.0	15800	200.0	43.8	-0.62	9306	9906	0.6893
NCBI245		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(236)	236	944.0	16181	200.0	43.9	-0.62	9322	9923	0.6889
NCBI244		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	253	1012.0	14949	200.0	44.8	-0.59	11562	12307	0.5611
NCBI243		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	316	1264.0	15971	200.0	43.1	-0.64	11591	12338	0.5492
NCBI242		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(211)	211	844.0	15258	200.0	47.1	-0.53	11651	12402	0.5707
NCBI241		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(221)	221	884.0	14976	200.0	54.0	-0.34	11651	12402	0.6114
NCBI240		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(234)	234	936.0	15647	200.0	44.8	-0.59	11596	12344	0.5592
NCBI239		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(215)	215	860.0	14788	200.0	43.6	-0.63	11624	12373	0.5505
NCBI238		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(237)	237	948.0	15393	200.0	44.3	-0.61	11656	12408	0.5536
NCBI237		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	269	1076.0	14854	200.0	42.9	-0.64	11656	12408	0.5447
NCBI236		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	281	1124.0	14902	200.0	44.1	-0.61	11614	12363	0.554
NCBI235		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(195)	195	780.0	15430	200.0	43.7	-0.62	11615	12364	0.5514
NCBI234		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	273	1092.0	15845	200.0	43.0	-0.64	11628	12378	0.5464
NCBI233		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(243)	243	972.0	15712	200.0	43.7	-0.62	11551	12296	0.5547
NCBI232		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(246)	246	984.0	15323	200.0	46.1	-0.56	11595	12343	0.5676
NCBI231		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	253	1012.0	15834	200.0	43.3	-0.63	11552	12297	0.552
NCBI230		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	308	1232.0	16136	200.0	43.4	-0.63	9244	9840	0.6909
NCBI229		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(242)	242	968.0	15948	200.0	43.0	-0.64	9268	9865	0.6855
NCBI228		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	252	1008.0	16036	200.0	42.6	-0.65	9238	9834	0.685
NCBI227		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	283	1132.0	15357	200.0	43.6	-0.62	9303	9903	0.6883
NCBI226		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(240)	240	960.0	13868	200.0	44.0	-0.62	9274	9872	0.6929
NCBI225		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	319	1276.0	14545	200.0	43.7	-0.62	9264	9861	0.692
NCBI224		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	334	1336.0	14146	200.0	43.7	-0.62	11614	12363	0.5515
NCBI223		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(238)	238	952.0	13789	200.0	44.5	-0.6	11568	12314	0.5592
NCBI222		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	304	1216.0	14662	200.0	44.1	-0.61	9300	9900	0.6924
NCBI221		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	340	1360.0	14685	200.0	43.6	-0.62	9273	9871	0.6903
NCBI220		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(204)	204	816.0	14855	200.0	44.6	-0.6	9272	9870	0.6981
NCBI219		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	250	1000.0	14120	200.0	45.4	-0.58	9246	9842	0.7062
NCBI218		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	337	1348.0	15385	200.0	44.8	-0.59	9285	9884	0.699
NCBI217		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	342	1368.0	14794	200.0	43.4	-0.63	9275	9873	0.6881
NCBI216		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	290	1160.0	15355	200.0	44.2	-0.61	9263	9860	0.6958
NCBI215		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	275	1100.0	15467	200.0	43.8	-0.62	9244	9840	0.6935
NCBI214		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	325	1300.0	15389	200.0	44.7	-0.59	9307	9907	0.6966
NCBI213		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	272	1088.0	14572	200.0	43.7	-0.62	11614	12363	0.5514
NCBI212		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	310	1240.0	14416	200.0	44.6	-0.6	11613	12362	0.5572
NCBI211		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	359	1436.0	14745	200.0	43.6	-0.62	11650	12401	0.5496
NCBI210		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	311	1244.0	15051	200.0	44.5	-0.6	11609	12357	0.5567
NCBI209		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	304	1216.0	14949	200.0	43.3	-0.63	9315	9915	0.6849
NCBI208		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(239)	239	956.0	14660	200.0	43.6	-0.62	9293	9892	0.689
NCBI207		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	312	1248.0	14847	200.0	38.7	-0.76	9317	9918	0.647
NCBI206		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	287	1148.0	14636	200.0	44.2	-0.61	9337	9939	0.6899
NCBI205		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	351	1404.0	14674	200.0	43.7	-0.62	9292	9891	0.6894
NCBI204		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	273	1092.0	14568	200.0	43.6	-0.62	9280	9878	0.6898
NCBI203		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	276	1104.0	14501	200.0	43.4	-0.63	11678	12431	0.5468
NCBI202		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(215)	215	860.0	14343	200.0	44.6	-0.6	11674	12427	0.5543
NCBI201		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	301	1204.0	14565	200.0	47.7	-0.51	11654	12405	0.5745
NCBI200		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(247)	247	988.0	14324	200.0	43.9	-0.62	11654	12405	0.5513
NCBI199		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	260	1040.0	14750	200.0	43.9	-0.62	9249	9845	0.6946
NCBI198		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	298	1192.0	15084	200.0	44.6	-0.6	9311	9911	0.6952
NCBI197		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	287	1148.0	14912	200.0	44.6	-0.6	9288	9887	0.697
NCBI196		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	280	1120.0	14308	200.0	43.7	-0.62	9241	9837	0.6934
NCBI195		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	312	1248.0	14991	200.0	43.2	-0.64	9338	9940	0.6824
NCBI194		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	299	1196.0	14877	200.0	45.5	-0.57	11630	12380	0.5624
NCBI193		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	277	1108.0	14514	200.0	45.3	-0.58	11655	12406	0.5596
NCBI192		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	272	1088.0	13902	200.0	43.1	-0.64	11680	12433	0.5446
NCBI191		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	270	1080.0	14524	200.0	44.6	-0.6	11657	12409	0.5552
NCBI190		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	289	1156.0	14518	200.0	43.6	-0.63	11585	12332	0.5523
NCBI189		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	280	1120.0	14646	200.0	43.9	-0.62	11606	12354	0.5536
NCBI188		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(183)	183	732.0	14675	200.0	42.9	-0.64	11536	12280	0.5504
NCBI187		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	256	1024.0	14387	200.0	44.1	-0.61	11579	12326	0.5557
NCBI186		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(221)	221	884.0	14596	200.0	44.4	-0.6	11566	12312	0.5584
NCBI185		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(206)	206	824.0	14762	200.0	42.3	-0.66	11606	12354	0.543
NCBI184		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	381	1524.0	14764	200.0	44.4	-0.6	11742	12499	0.5502
NCBI183		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(244)	244	976.0	14509	200.0	43.8	-0.62	11619	12368	0.5523
NCBI182		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	331	1324.0	14553	200.0	43.5	-0.63	11642	12393	0.549
NCBI181		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	344	1376.0	14644	200.0	43.8	-0.62	11645	12396	0.5511
NCBI180		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	330	1320.0	14594	200.0	43.4	-0.63	11632	12382	0.5487
NCBI179		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	270	1080.0	14526	200.0	43.5	-0.63	11596	12344	0.5514
NCBI178		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	396	1584.0	14149	200.0	44.2	-0.61	11530	12273	0.559
NCBI177		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	333	1332.0	14521	200.0	43.9	-0.62	11614	12363	0.5528
NCBI176		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	326	1304.0	14264	200.0	44.0	-0.61	11553	12298	0.5564
NCBI175		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(226)	226	904.0	14426	200.0	42.8	-0.65	11583	12330	0.5473
NCBI174		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	259	1036.0	13471	200.0	43.4	-0.63	11536	12280	0.5534
NCBI173		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	295	1180.0	14245	200.0	43.3	-0.63	11631	12381	0.5484
NCBI172		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(211)	211	844.0	14557	200.0	43.6	-0.63	11695	12449	0.547
NCBI171		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	285	1140.0	13998	200.0	43.4	-0.63	11563	12309	0.5519
NCBI170		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	326	1304.0	13971	200.0	43.2	-0.64	11567	12313	0.5506
NCBI169		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	306	1224.0	16316	200.0	43.7	-0.62	9307	9907	0.6883
NCBI168		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(215)	215	860.0	16014	200.0	43.8	-0.62	9280	9878	0.6913
NCBI167		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	285	1140.0	16181	200.0	43.4	-0.63	9316	9917	0.6852
NCBI166		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	311	1244.0	15912	200.0	43.2	-0.64	9331	9933	0.6824
NCBI165		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	277	1108.0	15752	200.0	46.3	-0.55	9292	9891	0.7099
NCBI164		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	303	1212.0	15881	200.0	43.6	-0.62	9319	9920	0.687
NCBI163		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	296	1184.0	16258	200.0	43.8	-0.62	9299	9898	0.6899
NCBI162		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(224)	224	896.0	16086	200.0	43.3	-0.63	9306	9906	0.6857
NCBI161		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	266	1064.0	16343	200.0	43.8	-0.62	9317	9918	0.6888
NCBI160		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	302	1208.0	16070	200.0	43.7	-0.62	9331	9933	0.6864
NCBI159		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(224)	224	896.0	15869	200.0	43.8	-0.62	9281	9879	0.6909
NCBI158		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	251	1004.0	15685	200.0	43.9	-0.62	9239	9835	0.695
NCBI157		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	297	1188.0	16266	200.0	44.8	-0.59	9278	9876	0.6996
NCBI156		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	267	1068.0	16164	200.0	43.6	-0.62	9231	9826	0.6936
NCBI155		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	292	1168.0	15622	200.0	45.9	-0.56	9325	9926	0.7041
NCBI154		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	310	1240.0	15688	200.0	44.1	-0.61	9354	9957	0.6882
NCBI153		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	293	1172.0	15518	200.0	41.8	-0.68	9300	9900	0.6736
NCBI152		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	328	1312.0	15401	200.0	43.5	-0.63	9291	9890	0.6882
NCBI151		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	304	1216.0	15454	200.0	44.0	-0.61	9324	9925	0.6899
NCBI150		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	282	1128.0	15298	200.0	43.5	-0.63	9243	9839	0.6916
NCBI149		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	289	1156.0	15303	200.0	44.2	-0.61	9325	9926	0.6911
NCBI148		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	311	1244.0	15148	200.0	43.2	-0.64	9289	9888	0.6859
NCBI147		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	309	1236.0	15154	200.0	44.2	-0.61	9299	9898	0.6926
NCBI146		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	323	1292.0	14981	200.0	45.1	-0.58	9340	9942	0.6969
NCBI145		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	271	1084.0	15219	200.0	43.7	-0.62	9336	9938	0.6862
NCBI144		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	309	1236.0	14491	200.0	44.5	-0.6	9288	9887	0.6964
NCBI143		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	250	1000.0	16149	200.0	48.1	-0.5	9331	9933	0.7208
NCBI142		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(212)	212	848.0	15784	200.0	44.7	-0.6	9277	9875	0.6981
NCBI141		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	275	1100.0	16033	200.0	44.3	-0.61	9318	9919	0.6922
NCBI140		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(244)	244	976.0	15563	200.0	42.9	-0.65	9264	9861	0.6851
NCBI139		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	282	1128.0	15761	200.0	44.5	-0.6	9288	9887	0.6957
NCBI138		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	289	1156.0	15776	200.0	43.6	-0.62	9281	9879	0.6899
NCBI137		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	262	1048.0	16397	200.0	44.2	-0.61	9277	9875	0.695
NCBI136		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	low_spots(238)	238	952.0	15856	200.0	44.4	-0.6	9263	9860	0.6968
NCBI135		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	309	1236.0	16480	200.0	42.9	-0.65	9319	9920	0.6812
NCBI134		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	306	1224.0	15970	200.0	43.4	-0.63	9301	9901	0.6863
NCBI133		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	305	1220.0	16411	200.0	44.1	-0.61	9303	9903	0.6916
NCBI132		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	352	1408.0	16036	200.0	43.4	-0.63	9308	9908	0.6862
NCBI131		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	278	1112.0	16898	200.0	43.1	-0.64	9319	9920	0.6827
NCBI130		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	328	1312.0	16866	200.0	43.3	-0.63	9314	9914	0.6845
NCBI129		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	278	1112.0	16706	200.0	43.7	-0.62	9325	9926	0.6872
NCBI128		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	335	1340.0	16560	200.0	42.3	-0.66	9313	9913	0.6769
NCBI127		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	303	1212.0	16368	200.0	41.0	-0.7	9273	9871	0.6696
NCBI126		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	367	1468.0	16475	200.0	44.0	-0.62	9287	9886	0.692
NCBI125		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	341	1364.0	16491	200.0	45.7	-0.57	9298	9897	0.7046
NCBI124		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	336	1344.0	16299	200.0	44.9	-0.59	9258	9855	0.7014
NCBI123		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	353	1412.0	16180	200.0	43.7	-0.62	9312	9912	0.6884
NCBI122		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	259	1036.0	16123	200.0	45.2	-0.58	9286	9885	0.7016
NCBI121		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	251	1004.0	15612	200.0	43.7	-0.62	9343	9945	0.6858
NCBI120		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	375	1500.0	16569	200.0	43.5	-0.63	9332	9934	0.6849
NCBI119		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	340	1360.0	16348	200.0	43.6	-0.63	9311	9911	0.6873
NCBI118		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	346	1384.0	15648	200.0	43.8	-0.62	9286	9885	0.6909
NCBI117		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	375	1500.0	15759	200.0	43.9	-0.62	9299	9898	0.6908
NCBI116		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	270	1080.0	15166	200.0	43.1	-0.64	9308	9908	0.6836
NCBI115		Spinal cord	Spinal cord	Spatial Transcriptomics	Diseased	skip	no_cancer_organ	285	1140.0	15393	200.0	44.7	-0.6	9346	9948	0.6933
